,CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
10846,Bulgaria,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10847,Bulgaria,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10848,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10849,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10850,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10851,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10852,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10853,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10854,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10855,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10856,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10857,Cyprus,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10858,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,17,‡
10859,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,29,‡
10860,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",6,‡
10861,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,6,‡
10862,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,32,‡
10863,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,46,‡
10864,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,37,‡
10865,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,17,‡
10866,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,32,‡
10867,Czechia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),1,‡
10868,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,27,
10869,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,22,‡
10870,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",22,
10871,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,33,
10872,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,26,
10873,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,36,
10874,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,29,
10875,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,32,
10876,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,16,‡
10877,Germany,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),10,‡
10878,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10879,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10880,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10881,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10882,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10883,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10884,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10885,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10886,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10887,Denmark,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10888,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10889,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10890,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10891,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10892,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10893,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10894,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10895,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10896,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10897,Estonia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10898,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,24,‡
10899,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,24,‡
10900,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",16,‡
10901,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,23,‡
10902,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,30,‡
10903,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,36,‡
10904,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,19,‡
10905,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,29,‡
10906,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,24,‡
10907,Greece,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),12,‡
10908,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,11,‡
10909,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,18,‡
10910,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",20,‡
10911,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,8,‡
10912,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,24,‡
10913,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,50,
10914,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,14,‡
10915,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,22,‡
10916,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,13,‡
10917,Spain,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,‡
10918,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10919,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10920,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10921,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10922,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10923,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10924,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10925,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10926,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10927,Finland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10928,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,17,‡
10929,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,28,‡
10930,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",13,‡
10931,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,10,‡
10932,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,24,‡
10933,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,35,‡
10934,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,13,‡
10935,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,34,‡
10936,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,12,‡
10937,France,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),3,‡
10938,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10939,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10940,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10941,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10942,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10943,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10944,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10945,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10946,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10947,Croatia,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10948,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,20,‡
10949,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,27,‡
10950,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",25,‡
10951,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,11,‡
10952,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,23,‡
10953,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,51,‡
10954,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,23,‡
10955,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,16,‡
10956,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,14,‡
10957,Hungary,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,‡
10958,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10959,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10960,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10961,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10962,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10963,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10964,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10965,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10966,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10967,Ireland,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10968,Italy,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,11,‡
10969,Italy,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,22,‡
10970,Italy,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",25,‡
10971,Italy,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,19,‡
10972,Italy,Intersex people,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,32,‡
10973,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,27,
10974,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",9,‡
10975,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,18,
10976,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,35,
10977,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,28,
10978,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,18,
10979,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,19,
10980,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,11,‡
10981,Latvia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),12,‡
10982,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,11,‡
10983,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,19,‡
10984,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",12,‡
10985,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,18,‡
10986,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,14,‡
10987,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,30,
10988,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,‡
10989,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,26,
10990,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,13,‡
10991,Malta,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),15,‡
10992,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,6,
10993,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,6,
10994,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",6,
10995,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,10,
10996,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,7,
10997,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,42,
10998,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,
10999,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,38,
11000,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,8,
11001,Netherlands,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),17,
11002,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,13,
11003,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,33,
11004,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",9,
11005,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,12,
11006,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,42,
11007,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,44,
11008,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,28,
11009,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,18,
11010,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,14,
11011,Poland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),5,
11012,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,9,
11013,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,23,
11014,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",14,
11015,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,11,
11016,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,13,
11017,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,37,
11018,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,
11019,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,18,
11020,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,18,
11021,Portugal,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),13,
11022,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,13,
11023,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,51,
11024,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",13,
11025,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,16,
11026,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,33,
11027,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,34,
11028,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,16,
11029,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,21,
11030,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,5,
11031,Romania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),8,
11032,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,4,‡
11033,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,10,
11034,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",11,
11035,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,12,
11036,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,9,
11037,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,45,
11038,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,
11039,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,35,
11040,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,13,
11041,Sweden,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,
11042,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,17,‡
11043,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,31,
11044,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",11,‡
11045,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,23,
11046,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,13,‡
11047,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,50,
11048,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,28,
11049,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,28,
11050,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,16,
11051,Slovenia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),13,‡
11052,Slovakia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,11,
11053,Slovakia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,31,
11054,Slovakia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",12,
11055,Slovakia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,12,
11056,Slovakia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,35,
