,CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
0,Austria,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,47,
1,Austria,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,53,
2,Belgium,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,69,
3,Belgium,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,31,
4,Bulgaria,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,62,
5,Bulgaria,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,38,
6,Cyprus,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,58,
7,Cyprus,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,42,
8,Czechia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,69,
9,Czechia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,31,
10,Germany,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,47,
11,Germany,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,53,
12,Denmark,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,85,
13,Denmark,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,15,
14,Estonia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,49,
15,Estonia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,51,
16,Greece,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,87,
17,Greece,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,13,
18,Spain,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,64,
19,Spain,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,36,
20,Finland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,60,
21,Finland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,40,
22,France,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,61,
23,France,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,39,
24,Croatia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,58,
25,Croatia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,42,
26,Hungary,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,61,
27,Hungary,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,39,
28,Ireland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,59,
29,Ireland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,41,
30,Italy,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,33,
31,Italy,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,67,
32,Lithuania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,39,
33,Lithuania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,61,
34,Luxembourg,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,36,
35,Luxembourg,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,64,
36,Latvia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,48,
37,Latvia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,52,
38,Malta,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,39,
39,Malta,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,61,
40,Netherlands,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,68,
41,Netherlands,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,32,
42,Poland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,93,
43,Poland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,7,
44,Portugal,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,67,
45,Portugal,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,33,
46,Romania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,67,
47,Romania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,33,
48,Sweden,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,83,
49,Sweden,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,17,
50,Slovenia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,33,
51,Slovenia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,67,
52,Slovakia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,33,
53,Slovakia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,67,
54,United Kingdom,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,73,
55,United Kingdom,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,27,
56,EU-28,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,61,
57,EU-28,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,39,
58,North Macedonia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,52,
59,North Macedonia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,48,
60,Serbia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,52,
61,Serbia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,48,
62,Austria,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	73	""
Austria	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,27,
63,Belgium,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	76	""
Belgium	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,24,
64,Bulgaria,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	60	""
Bulgaria	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,40,
65,Cyprus,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	62	""
Cyprus	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,38,
66,Czechia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	57	""
Czechia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,43,
67,Germany,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	61	""
Germany	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,39,
68,Denmark,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	60	""
Denmark	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,40,
69,Estonia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	58	""
Estonia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,42,
70,Greece,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	64	""
Greece	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,36,
71,Spain,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	67	""
Spain	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,33,
72,Finland,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	75	""
Finland	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,25,
73,France,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	73	""
France	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,27,
74,Croatia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	68	""
Croatia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,32,
75,Hungary,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	70	""
Hungary	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,30,
76,Ireland,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	64	""
Ireland	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,36,
77,Italy,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	67	""
Italy	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,33,
78,Lithuania,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	55	""
Lithuania	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,45,
79,Luxembourg,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	67	""
Luxembourg	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,33,
80,Latvia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	56	""
Latvia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,44,
81,Malta,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	68	""
Malta	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,32,
82,Netherlands,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	65	""
Netherlands	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,35,
83,Poland,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	75	""
Poland	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,25,
84,Portugal,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	68	""
Portugal	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,32,
85,Romania,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	64	""
Romania	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,36,
86,Sweden,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	77	""
Sweden	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,23,
87,Slovenia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	74	""
Slovenia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,26,
88,Slovakia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	51	""
Slovakia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,49,
89,United Kingdom,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	57	""
United Kingdom	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,43,
90,EU-28,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	66	""
EU-28	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,34,
91,North Macedonia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	69	""
North Macedonia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,31,
92,Serbia,All,All,DEXaware_suporg,"Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against 	Yes	68	""
Serbia	All	All	DEXaware_suporg	Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against ",No,32,
93,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
94,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
95,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
96,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,45,
97,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,9,
98,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,24,
99,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,30,
100,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,38,
101,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
102,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,13,
103,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
104,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,51,
105,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,12,
106,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
107,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,31,
108,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,41,
109,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,12,
110,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,21,
111,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
112,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,38,
113,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
114,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,18,
115,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
116,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,46,
117,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
118,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
119,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
120,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,35,
121,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,5,
122,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
123,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,33,
124,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,46,
125,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,8,
126,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
127,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,32,
128,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,40,
129,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,18,
130,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,22,
131,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,28,
132,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,32,
133,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
134,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
135,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,36,
136,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,33,
137,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
138,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,22,
139,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
140,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,40,
141,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,8,
142,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,15,
143,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,40,
144,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,37,
145,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
146,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
147,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,27,
148,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,47,
149,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,11,
150,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
151,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
152,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,39,
153,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
154,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
155,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,30,
156,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,44,
157,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
158,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
159,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,25,
160,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,53,
161,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,20,
162,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,24,
163,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
164,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,30,
165,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,5,
166,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,14,
167,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,28,
168,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,52,
169,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,14,
170,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,29,
171,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
172,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,31,
173,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
174,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,26,
175,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,31,
176,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,34,
177,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,5,
178,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
179,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,27,
180,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,52,
181,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
182,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,21,
183,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,28,
184,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,42,
185,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,15,
186,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,18,
187,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,27,
188,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,41,
189,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,12,
190,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,27,
191,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
192,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,33,
193,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,9,
194,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
195,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,35,
196,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,31,
197,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
198,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,18,
199,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,32,
200,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,43,
201,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,8,
202,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,23,
203,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
204,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,43,
205,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,9,
206,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
207,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
208,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,42,
209,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
210,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
211,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,30,
212,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,47,
213,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
214,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,14,
215,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,34,
216,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,46,
217,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Always,4,
218,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Often,24,
219,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Rarely,39,
220,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Never,33,
