CountryCode,subset,question_code,question_label,answer,percentage,notes
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,8,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,8,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,11,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",33,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",4,[0]
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,18,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,6,[0]
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,30,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,2,[0]
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",3,[0]
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,34,
Lithuania,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,3,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,8,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,2,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,3,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",32,
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,9,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,5,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,27,[0]
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,39,
Lithuania,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,2,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,6,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,3,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,12,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",36,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,21,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,12,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,36,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,3,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,3,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",12,[0]
Lithuania,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,30,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,8,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,12,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,8,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",24,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,28,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,12,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,16,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,12,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,8,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",8,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,44,[0]
Lithuania,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,12,[0]
Luxembourg,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,:, [1] 
Luxembourg,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,:, [1] 
Luxembourg,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Luxembourg,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Luxembourg,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Luxembourg,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,6,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,1,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,16,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",12,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,12,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,3,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,25,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,6,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,1,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",4,[0]
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,31,
Luxembourg,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,[0]
Luxembourg,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,:, [1] 
Luxembourg,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Luxembourg,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Luxembourg,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,:, [1] 
Luxembourg,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,:, [1] 
Luxembourg,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Luxembourg,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Luxembourg,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Luxembourg,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Luxembourg,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,:, [1] 
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,9,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,15,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",15,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",3,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,15,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,11,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,21,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,1,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,4,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",4,[0]
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,31,
Latvia,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,7,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,2,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,4,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,12,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",26,
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,17,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,4,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,22,
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,3,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",3,[0]
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,40,
Latvia,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,5,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,19,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,2,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,7,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",21,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,21,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,16,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Latvia,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,35,[0]
Latvia,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Latvia,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Latvia,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,:, [1] 
Latvia,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Latvia,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Latvia,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,:, [1] 
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,12,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,15,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,23,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",23,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,23,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,4,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,27,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,8,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",8,[0]
Latvia,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,31,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,9,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,5,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,20,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",9,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,9,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,27,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,4,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",2,[0]
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,43,
Malta,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,8,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,4,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,16,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",28,
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",3,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,16,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,7,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,29,
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,3,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,4,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",5,[0]
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,32,
Malta,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,[0]
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Malta,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,:, [1] 
Malta,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,:, [1] 
Malta,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,:, [1] 
Malta,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Malta,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Malta,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Malta,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",:, [1] 
Malta,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,:, [1] 
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,2,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,5,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,6,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",13,
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",3,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,8,
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,3,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,36,
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,0,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,0,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",1,[0]
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,46,
Netherlands,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,6,[0]
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,2,[0]
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,4,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,9,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",7,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,8,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,7,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,38,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,1,[0]
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,1,[0]
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",1,[0]
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,47,
Netherlands,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,9,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,7,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,6,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",16,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",4,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,23,
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,2,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,36,
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,1,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",1,[0]
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,48,
Netherlands,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,2,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,5,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,20,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",2,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",5,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,12,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,5,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,15,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",2,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,52,[0]
Netherlands,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,2,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,3,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,9,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,15,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",11,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",3,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,9,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,8,[0]
